the_geom,objectid,iso3,adm0_name,engtype0,adm1_name,type1,engtype1,adm2_name,type2,engtype2,adm3_name,type3,engtype3,source_dt,source,source2_dt,source2,globalid,shapestlen,shapestare,chiefdom,district,female,household_female,household_male,household_total,male,province,special_population_female,special_population_male,special_population_total,total,cartodb_id,created_at,updated_at,merge_var,percent_pop_1985,percent_pop_2004,intercensal_change_1985_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2004,chiefdom_weight,total_estimated_2015
"0106000020E610000001000000010300000001000000F0000000F5B0170AD88E25C0E7BD3104001721402BB29DEFA78E25C0A946AF06281521400DA0DFF76F8E25C010C5E40D30132140A276BF0AF08D25C0084FE8F5271121407E6DFDF49F8D25C09502D2FE071021404F6859F78F8D25C01C93C5FD470E2140",95,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Gbane","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{2BF57F01-CF31-4226-8554-5EA40076DEC1}",.7899013,.0303729,"Gbane","Kono",7623,7623,7190,14813,7190,"Eastern",,,,14813,102,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.044165,10719.83
"0106000020E6100000010000000103000000010000003B010000E0ED4108C8C725C09A00C3F2E79B21402CB29DEFA7C625C010C5E40D309B21401A40BFEFDFC425C05C8940F50F9A214098D4D00660C325C09555D80C70992140DA9C4A0680C225C09555D80C709921408862F20698C125C01E12BEF737982140",81,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Gbense","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{D53BBC6E-CBB5-43FA-8916-456C3552FAB5}",.7324633,.0175871,"Gbense","Kono",11589,11176,12341,23517,13010,"Eastern",413,669,1082,24599,18,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.0733421,17801.73
"0106000020E61000000100000001030000000100000098020000417573F1B70D26C08F32E202D020224055B950F9D70A26C0F8DC09F65F1F224005D0EFFB370726C0B96587F8871D2240667E3507080626C04E3C670B081D224098D4D006600326C0A3A2B1F6771E2240D4CC5A0A480326C0A3A2B1F6771E2240",93,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Sandor","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{F9B46D41-C0DD-43BC-A268-B4AB86C67660}",2.015042,.1215679,"Sandor","Kono",25345,25345,24626,49971,24626,"Eastern",,,,49971,103,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.1489888,36162.87
"",,"","","","","","","","",,"","",,"","","","","",,,"Koidu Town","Kono",37711,37695,42286,79981,42314,"Eastern",16,28,44,80025,166,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.238595,57912.25
"0106000020E61000000100000001030000000100000034010000499869FB570625C01914CD0358842140499869FB570625C0550C5707408421402CB29DEFA70625C0C6D97404708321403BA583F57F0625C0E3BF4010208321408590F3FE3F0625C01072DEFFC78121409383D904180625C0444772F90F812140",89,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Mafindor","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{56A1C738-6986-4EFA-B0D3-C6FB3B1E90C3}",.4647351,.0067292,"Mafindor","Kono",3603,3603,3198,6801,3198,"Eastern",,,,6801,62,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.0202772,4921.728
"",,"","","","","","","","",,"","",,"","","","","",,,"Makeni Town","Bombali",42823,42347,39368,81715,40017,"Northern",476,649,1125,82840,161,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Makeni Town",1.14,1.66,.0182,103418,105595,107837,110145,112521,114970,117491,120081,122755,125518,82840,1,125518
"0106000020E61000000100000001030000000100000053020000DA4944F8177128C057315C1D00D11F40870FECF82F7028C058643BDF4FCD1F408DDFDBF4676F28C0AD97A60870CA1F4023B6BB07E86E28C09E51BAF42FC91F403BA583F57F6E28C0500E661360C81F404F6859F78F6D28C0608731E9EFC51F40",1,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Lower Banta","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{C801AA2A-92B7-4B24-95AF-AC2CCAA62B53}",1.328528,.0407923,"Lower Banta","Moyamba",13585,13585,12369,25954,12369,"Southern",,,,25954,30,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.0994749,27665.86
"0106000020E6100000010000000103000000010000003F02000002D2FE0758FB27C006D0EFFB37BF2040786F0C01C0F927C0AB72A1F2AFBD2040C7AB730CC8F627C0B0169F0260BC2040A846AF0628F527C0E3BF401020BB2040C70567F0F7F327C0538D5E0D50BA20402435B401D8F027C0635930F147B92040",37,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Kori","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{74DFE22A-978F-4065-B534-ECA7169DB873}",1.465404,.0544269,"Kori","Moyamba",15236,14187,12747,26934,13807,"Southern",1049,1060,2109,29043,60,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.1113142,30958.61
"0106000020E610000001000000010300000001000000C3000000CE7B6308004628C06ECD1DFD2F371F40C1887D02284628C099ADBCE47F321F401A40BFEFDF4428C05A8940F50F321F405E0839EFFF4328C07A48F8DEDF301F40D3CC5A0A484328C0B0BCAB1E302F1F40459A7807784228C0C03577F4BF2C1F40",4,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Upper Banta","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{887F5351-5A19-4D97-8C97-CB0C4A30F220}",.5509686,.0159017,"Upper Banta","Moyamba",4132,4132,4087,8219,4087,"Southern",,,,8219,24,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.0315013,8761.106
"0106000020E61000000100000001030000000100000038010000444772F90F4928C0A9F3A8F8BF3320409602D2FE074828C036A79201A03220402CB29DEFA74628C01E65C405A0312040E43E390A104528C01E65C405A03120407AEE04FBAF4328C036548CF337312040FAAE08FEB74228C034289A07B0302040",18,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Dasse","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{BD98C82E-5064-4030-BCB3-120E905A09FE}",.8080699,.0284531,"Dasse","Moyamba",5797,5797,5082,10879,5082,"Southern",,,,10879,44,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.0416964,11596.55
"0106000020E610000001000000010300000001000000690300000CA0DFF76F4E29C02535B401D89820405E5B3FFD674D29C02535B401D8982040540C5707404C29C02535B401D89820407AEE04FBAF4B29C00623F609A0982040A6C7B60C384B29C03C247CEF6F982040BEB67EFACF4A29C03BF88903E8972040",15,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Bumpeh","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{1034EE26-3F86-4409-8318-53135C147B74}",1.350965,.0585538,"Bumpeh","Moyamba",17191,17191,15172,32363,15172,"Southern",,,,32363,4,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.1240389,34497.59
"0106000020E610000001000000010300000001000000920100001914CD0358EC27C01742CEFBFFB820402FD7A20568EB27C0C1DB831090B720401072DEFFC7E927C00F1FD8F15FB82040074FE8F527E927C07EC0030308B72040D1FA5B02F0E727C0C1DB831090B720408CB3E908E0E627C00DA0DFF76FB62040",35,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Kamajei","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{293C6B16-D5AD-47AE-801E-86F6FF7619CC}",1.176982,.036686,"Kamajei","Moyamba",4575,4575,3974,8549,3974,"Southern",,,,8549,57,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.0327661,9112.872
"0106000020E610000001000000010300000001000000FD010000E98F300C580A29C06BCF2C0950932040C30776FC170829C00BCEE0EF1793204038268BFB8F0429C02FD7A205689320400F72DEFFC70129C04EE960FD9F9320404B6A6803B00129C04EE960FD9F9320406ECD1DFD2FFF28C012F1D6F9B7932040",36,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Kongbora","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{80D5E84C-735F-419C-BFD4-66363A730B28}",1.026675,.0310442,"Kongbora","Moyamba",5790,5789,5536,11325,5541,"Southern",1,5,6,11331,59,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.0434288,12078.37
"0106000020E61000000100000001030000000100000008020000D0A755F4875628C02807B30930B42040F6B0170AD85628C036A79201A0B220402986AB03205628C0A4F5B704E0AF2040C03577F4BF5428C07E6DFDF49FAD20400B74ED0BE85528C05F5B3FFD67AD204084E3F90CA85728C05F5B3FFD67AD2040",21,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Fakunya","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{F0C30FDF-35B8-45BE-BE48-FC4798086757}",1.139361,.0416631,"Fakunya","Moyamba",11779,11779,10548,22327,10548,"Southern",,,,22327,53,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.0855736,23799.63
"0106000020E61000000B000000010300000001000000810500001BE6CB0BB0DF29C01CBFB7E9CFAE1F401BE6CB0BB0DF29C0A4CEA3E2FFAE1F4084E3F90CA8DF29C0A4CEA3E2FFAE1F4084E3F90CA8DF29C01CBFB7E9CFAE1F40E9E923F087DF29C067AA27F38FAE1F4051E751F17FDF29C067AA27F38FAE1F40",27,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Kagboro","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{C6205349-C88F-4A85-8930-9B166F498995}",1.404981,.0578004,"Kagboro","Moyamba",16244,16244,14906,31150,14906,"Southern",,,,31150,5,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.1193898,33204.58
"0106000020E610000001000000010300000001000000E60100000F72DEFFC7C928C0D1A755F4877620401642CEFBFFC828C0427573F1B7752040AB18AE0E80C828C0B0169F0260742040B41490F63FC828C020E4BCFF8F732040870FECF82FC828C036548CF337712040B41490F63FC828C04B1762F547702040",34,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Kaiyamba","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{3468F5B2-9B2B-48D1-A48F-A932028BB45B}",1.051497,.0390063,"Kaiyamba","Moyamba",11459,11420,9960,21380,10210,"Southern",39,250,289,21669,56,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.0830516,23098.24
"0106000020E61000000200000001030000000100000082020000FA010F0C205429C0C0DB831090CF1E40AF169F02605429C048EB6F09C0CF1E40DD1B4300705429C048EB6F09C0CF1E4031569BFF575529C0982EC4EA8FD01E40FC800706105629C0DF40481630D11E40EE8D2100385629C09655D80C70D11E40",3,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Timdale","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{55DDE725-9B2E-48A9-970D-D6C1DFCAE7B7}",.9118004,.0275143,"Timdale","Moyamba",4252,4252,3940,8192,3940,"Southern",,,,8192,31,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.0313978,8732.325
"0106000020E610000001000000010300000001000000D6000000E9E923F087C727C09104E10A283C2040803FFCFCF7C827C04C6A6803B0392040CCA96400A8CA27C0C1DB83109037204003FEF0F3DFCB27C00B74ED0BE8352040B839950C00CD27C002D2FE07583320408B60E3FA77CD27C0EA8F300C58322040",38,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Kowa","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{68F6134C-3FA2-4047-8A25-A6122C2EAA90}",.6732807,.0181346,"Kowa","Moyamba",3803,3803,3279,7082,3279,"Southern",,,,7082,49,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.0271435,7549.112
"0106000020E610000001000000010300000001000000A50300003D247CEF6FC828C0A223B9FC87142040E8E923F087C728C0D6F84CF6CF132040489869FB57C628C00BCEE0EF17132040ED3A1BF2CFC428C01072DEFFC7112040F9AE08FEB7C228C0421B800D88102040625930F147C128C077F01307D00F2040",14,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Bagruwa","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{0A10436A-6D97-4340-9AA8-5D6C605E7815}",1.83415,.0678797,"Bagruwa","Moyamba",10015,10015,8974,18989,8974,"Southern",,,,18989,3,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.0727799,20241.47
"0106000020E610000001000000010300000001000000BE03000084E3F90CA89F29C063AC36FFAFCA2040F8DC09F65F9F29C0D47954FCDFC920405EAE450BD09E29C0B51490F63FC82040759D0DF9679E29C05FAE450BD0C62040662B2FF99F9C29C05FAE450BD0C6204018C1C6F5EF9A29C006D0EFFB37C72040",2,"SLE","Sierra Leone","Country","Southern","Province","Region","Moyamba","District",999999,"Ribbi","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{4B9B10C8-1D45-4073-8097-34CA6763D405}",1.644676,.0520834,"Ribbi","Moyamba",13371,13371,11792,25163,11792,"Southern",,,,25163,1,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Moyamba",7.13,5.24,-.0145,216464,222424,228588,234963,241553,248378,255436,262725,270279,278119,260910,.0964432,26822.69
"0106000020E61000000E00000001030000000100000058070000489869FB57662AC0C1DB831090B72140CE7B630800662AC025E2ADF36FB72140AF69A510C8652AC061DA37F757B72140AB72A1F2AF652AC09DD2C1FA3FB721409A53C90050652AC0BAB88D06F0B62140D54B530438652AC09BA6CF0EB8B62140",76,"SLE","Sierra Leone","Country","Northern","Province","Region","Port Loko","District",999999,"Lokomasama","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{A689E89C-8DB3-4546-8D47-C2381E01C1BE}",1.805309,.0741912,"Lokomasama","Port Loko",38879,38879,33469,72348,33469,"Northern",,,,72348,86,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Port Loko",9.37,9.12,-.0013,444531,455586,467000,478782,490937,503500,516468,529831,543656,557978,517360,.1398407,78028.05
"0106000020E610000001000000010300000001000000100100007DC00303089729C0EFE0270EA00722402707B309309429C0E76A2BF69705224084E3F90CA88F29C0B79388F02F02224084E3F90CA88F29C02F849CF7FF01224084E3F90CA88F29C0D2FA5B02F0FF2140427573F1B78D29C0D2FA5B02F0FF2140",91,"SLE","Sierra Leone","Country","Northern","Province","Region","Port Loko","District",999999,"Bureh","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{848DF74F-4E05-447E-81DA-5B93D7FDA13E}",1.152421,.0344215,"Bureh","Port Loko",17078,17078,15096,32174,15096,"Northern",,,,32174,98,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Port Loko",9.37,9.12,-.0013,444531,455586,467000,478782,490937,503500,516468,529831,543656,557978,517360,.0621888,34699.98
"0106000020E61000000100000001030000000100000007010000540C570740DC28C0D87745F0BFDD2140C5D9740470DB28C0662B2FF99FDC21402091B6F127DA28C0662B2FF99FDC2140AD44A0FA07D928C0662B2FF99FDC214076F01307D0D728C0662B2FF99FDC2140C7AB730CC8D628C04E3C670B08DD2140",103,"SLE","Sierra Leone","Country","Northern","Province","Region","Port Loko","District",999999,"Buya Romende","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{69A6DDAB-2792-42E8-B985-108870FC379F}",.9060722,.0355364,"Buya Romende","Port Loko",14651,14651,13230,27881,13230,"Northern",,,,27881,106,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Port Loko",9.37,9.12,-.0013,444531,455586,467000,478782,490937,503500,516468,529831,543656,557978,517360,.0538909,30069.94
"0106000020E610000001000000010300000001000000F6010000652B2FF99F7C29C095AFCBF09FBE2140F2DE1802807B29C00B74ED0BE8BD21402E849CF7FF7929C09283D90418BE2140AD44A0FA077929C095AFCBF09FBE21402B05A4FD0F7829C041C879FF1FBF21408DDFDBF4677729C0F9AE08FEB7C22140",80,"SLE","Sierra Leone","Country","Northern","Province","Region","Port Loko","District",999999,"Maforki","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{3910A2F8-5012-4AE7-B9C1-41C3B43E2974}",1.576937,.0644578,"Maforki","Port Loko",36234,36203,31724,67927,31808,"Northern",31,84,115,68042,90,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Port Loko",9.37,9.12,-.0013,444531,455586,467000,478782,490937,503500,516468,529831,543656,557978,517360,.1315177,73383.98
"0106000020E61000000A00000001030000000100000038070000FEACF9F1976E29C04B1762F547302140B069A510C86D29C02B05A4FD0F3021407D6DFDF49F6D29C02B05A4FD0F3021406D4E2503406D29C0C1DB8310902F2140F3311F10E86C29C0499869FB572E21404F6859F78F6D29C0EC0E2906482C2140",70,"SLE","Sierra Leone","Country","Northern","Province","Region","Port Loko","District",999999,"Koya","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{F4A85871-6950-4626-9B8E-97081C182C3D}",2.582228,.0914517,"Koya","Port Loko",34095,34095,29519,63614,29519,"Northern",,,,63614,50,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Port Loko",9.37,9.12,-.0013,444531,455586,467000,478782,490937,503500,516468,529831,543656,557978,517360,.1229589,68608.34
"0106000020E61000000100000001030000000100000079010000D37954FCDFB128C005D0EFFB377F2140FEACF9F197AE28C0DDC83CF2077B21400CA0DFF76FAE28C055B950F9D77A21401914CD0358AC28C0D91D520C9078214090B1DAFCBFAA28C025E2ADF36F7721406850340F60A928C07EC0030308772140",101,"SLE","Sierra Leone","Country","Northern","Province","Region","Port Loko","District",999999,"Marampa","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{75B30F81-164D-4FD3-8C66-B98608666909}",1.317505,.0327733,"Marampa","Port Loko",18859,18859,17248,36107,17249,"Northern",,1,1,36108,105,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Port Loko",9.37,9.12,-.0013,444531,455586,467000,478782,490937,503500,516468,529831,543656,557978,517360,.0697928,38942.84
"0106000020E610000002000000010300000001000000C6000000D77745F0BF3D29C0D2FA5B02F0BF21400F3FFF3D783D29C0145454FD4ABF214068AA27F38F3E29C0D2FA5B02F0BF214041C879FF1F3F29C0B51490F63FC0214036548CF3374129C0B51490F63FC021402688BA0F404229C0D91D520C90C02140",67,"SLE","Sierra Leone","Country","Northern","Province","Region","Port Loko","District",999999,"Dibia","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{4D11ADDF-5385-4473-A734-F816CCDEF15F}",.6597585,.0152,"Dibia","Port Loko",7954,7954,7123,15077,7123,"Northern",,,,15077,28,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Port Loko",9.37,9.12,-.0013,444531,455586,467000,478782,490937,503500,516468,529831,543656,557978,517360,.0291422,16260.7
"0106000020E61000000B00000001030000000100000090030000DA9C4A06806A2AC0D9CA4BFE273721409EA4C002986A2AC060DA37F75737214054B950F9D76A2AC02C05A4FD0F38214079C2120F286B2AC0D91D520C903821406ACF2C09506B2AC0DB4944F8173921405BDC4603786B2AC0FF52060E68392140",68,"SLE","Sierra Leone","Country","Northern","Province","Region","Port Loko","District",999999,"Kaffu Bullom","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{431E4F48-0059-4193-86A3-A393E999E8BE}",.8176324,.0140111,"Kaffu Bullom","Port Loko",36164,36097,32929,69026,33473,"Northern",67,544,611,69637,9,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Port Loko",9.37,9.12,-.0013,444531,455586,467000,478782,490937,503500,516468,529831,543656,557978,517360,.1346007,75104.21
"0106000020E610000001000000010300000001000000A3010000A6C7B60C38CB28C0444772F90F51214055B950F9D7CA28C051E751F17F4F2140007FF8F9EFC928C038799109F84D2140D37954FCDFC928C0B069A510C84D21401642CEFBFFC828C0C13577F4BF4C21401BE6CB0BB0C728C08AE1EA00884B2140",109,"SLE","Sierra Leone","Country","Northern","Province","Region","Port Loko","District",999999,"Masimera","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{FD8C83F1-3EAC-41C4-A983-BD4B745C45B8}",1.265504,.055294,"Masimera","Port Loko",17613,17613,15232,32845,15232,"Northern",,,,32845,111,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Port Loko",9.37,9.12,-.0013,444531,455586,467000,478782,490937,503500,516468,529831,543656,557978,517360,.0634858,35423.66
"0106000020E6100000010000000103000000010000000801000073CB0EF10F8326C0D47954FCDF311F40E9E923F0877F26C08436001B10311F40E66A2BF6977D26C09555D80C70311F40550C5707407C26C0C33368E89F301F40DCC83CF2077B26C0B51490F63F301F401416DC0F787826C0FEFFFFFFFF2F1F40",71,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Koya","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{5FE32148-23E3-49D5-8B02-F44D4F8ACE43}",1.039917,.029518,"Koya","Port Loko",34095,34095,29519,63614,29519,"Northern",,,,63614,81,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Port Loko",9.37,9.12,-.0013,444531,455586,467000,478782,490937,503500,516468,529831,543656,557978,517360,.1229589,68608.34
"0106000020E6100000010000000103000000010000004401000068AA27F38F3E29C0D2FA5B02F0BF21400F3FFF3D783D29C0145454FD4ABF2140F55D11FC6F3D29C006D0EFFB37BF214030569BFF573D29C006D0EFFB37BF21400F3FFF3D783D29C0145454FD4ABF2140D77745F0BF3D29C0D2FA5B02F0BF2140",126,"SLE","Sierra Leone","Country","Northern","Province","Region","Port Loko","District",999999,"T.M. Safroko","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{25529C65-290D-42A1-9C8E-B7D8FE49DCAC}",.9939242,.0246035,"T.M. Safroko","Port Loko",11200,11200,9732,20932,9732,"Northern",,,,20932,20,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Port Loko",9.37,9.12,-.0013,444531,455586,467000,478782,490937,503500,516468,529831,543656,557978,517360,.0404593,22575.37
"0106000020E61000000100000001030000000100000050010000D1A755F487F628C09D25C808A888224091B1DAFCBFF228C0B51490F63F882240466C770FD0ED28C01072DEFFC7892240533A58FFE7E828C00DF3E505D88722404619710168E428C0A9F3A8F8BF832240786F0C01C0E128C0434772F90F812240",124,"SLE","Sierra Leone","Country","Northern","Province","Region","Port Loko","District",999999,"Sanda Magbolont","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{7672D01F-073E-4F3D-B015-CAF6487F2505}",1.468367,.0466835,"Sanda Magbolont","Port Loko",8071,8071,7017,15088,7017,"Northern",,,,15088,126,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Port Loko",9.37,9.12,-.0013,444531,455586,467000,478782,490937,503500,516468,529831,543656,557978,517360,.0291634,16272.56
"0106000020E610000001000000010300000001000000A6000000A4A2B1F677FE26C0E040481630611E408BB3E908E0FE26C0540C5707405C1E40E11934F44F0027C02163B5F97F551E40CB2A6C06B80027C00E1FD8F15F501E409C25C808A80027C06452431B804D1E401516DC0F780027C0A999B51490461E40",169,"SLE","Sierra Leone","Country","Southern","Province","Region","Pujehun","District",999999,"Pejeh","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{F568404E-6249-47EB-A1A8-ED89D04FC3C3}",.5743735,.0109424,"Pejeh","Pujehun",5476,5476,4858,10334,4858,"Southern",,,,10334,159,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Pujehun",3.33,4.59,.0153,275130,281076,287200,293509,300002,306700,313597,320686,328005,335574,228392,.0452468,15183.64
"0106000020E6100000010000000103000000010000004A00000046197101688427C0B4BA9C1210531D4046197101688427C0CF544FE61F4D1D40B7E68EFE978327C01244DD0720451D401795D409688227C0EFB913ECBF3E1D409655D80C708127C044ED7E15E03B1D400523F609A08027C01469E21DE0391D40",12,"SLE","Sierra Leone","Country","Southern","Province","Region","Pujehun","District",999999,"Panga Krim","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{B3500075-1313-4D6C-A19C-144417CED732}",.3216936,.0047564,"Panga Krim","Pujehun",3476,3476,3175,6651,3175,"Southern",,,,6651,16,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Pujehun",3.33,4.59,.0153,275130,281076,287200,293509,300002,306700,313597,320686,328005,335574,228392,.029121,9772.245
"0106000020E610000002000000010300000001000000E703000037268BFB8F2427C0AF7092E68FE91B40FC2D01F8A72427C070732A1900EA1B402933A5F5B72427C0F782161230EA1B40C13577F4BF2427C07F92020B60EA1B402933A5F5B72427C035A79201A0EA1B402933A5F5B72427C0BDB67EFACFEA1B40",13,"SLE","Sierra Leone","Country","Southern","Province","Region","Pujehun","District",999999,"Soro Gbema","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{2487ED4A-D7BA-422A-AEC3-56A7767250C7}",1.384443,.0596052,"Soro Gbema","Pujehun",17059,17059,14918,31977,14918,"Southern",,,,31977,2,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Pujehun",3.33,4.59,.0153,275130,281076,287200,293509,300002,306700,313597,320686,328005,335574,228392,.1400093,46983.48
